trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
41,False,"{'a': 0.01, 'e': 0.9210609940028851}",25,0,-60.11203283837512,"{0: 19, 1: 1, 2: 4, 3: 0, 4: 1}",0
42,False,"{'a': 0.01, 'e': 0.9171208228166051}",25,0,-207.23567464467902,"{0: 12, 1: 1, 2: 9, 3: 0, 4: 3}",0
43,False,"{'a': 0.01, 'e': 0.9130889403123083}",20,13,3.4651004726054504,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
44,False,"{'a': 0.01, 'e': 0.9089657496748851}",25,0,-81.64104313892499,"{0: 16, 1: 5, 2: 3, 3: 0, 4: 1}",0
45,False,"{'a': 0.01, 'e': 0.9047516632199634}",35,7,-101.86277516075133,"{0: 19, 1: 4, 2: 3, 3: 0, 4: 2}",1
46,False,"{'a': 0.01, 'e': 0.9004471023526769}",20,0,-145.6590364807234,"{0: 8, 1: 4, 2: 6, 3: 0, 4: 2}",0
47,False,"{'a': 0.01, 'e': 0.8960524975255252}",20,0,-153.6845602148874,"{0: 12, 1: 1, 2: 4, 3: 0, 4: 3}",0
48,False,"{'a': 0.01, 'e': 0.891568288195329}",25,0,-51.46316379639318,"{0: 16, 1: 3, 2: 6, 3: 0, 4: 0}",0
49,False,"{'a': 0.01, 'e': 0.8869949227792842}",20,0,-39.56988990831066,"{0: 12, 1: 5, 2: 3, 3: 0, 4: 0}",0
50,False,"{'a': 0.01, 'e': 0.8823328586101215}",25,4,-61.11117468737133,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 1}",1
51,False,"{'a': 0.01, 'e': 0.8775825618903728}",20,0,-131.15221714911647,"{0: 11, 1: 2, 2: 4, 3: 1, 4: 2}",0
52,False,"{'a': 0.01, 'e': 0.8727445076457513}",25,0,-31.015592691027663,"{0: 18, 1: 3, 2: 4, 3: 0, 4: 0}",0
53,False,"{'a': 0.01, 'e': 0.8678191796776499}",35,4,-79.23755688644748,"{0: 22, 1: 3, 2: 5, 3: 0, 4: 1}",1
54,False,"{'a': 0.01, 'e': 0.862807070514761}",30,8,-42.45252844966691,"{0: 17, 1: 3, 2: 1, 3: 0, 4: 1}",1
55,False,"{'a': 0.01, 'e': 0.8577086813638242}",25,0,-67.13540509682572,"{0: 18, 1: 3, 2: 3, 3: 0, 4: 1}",0
56,False,"{'a': 0.01, 'e': 0.8525245220595057}",20,0,1.2847233107674816,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
57,False,"{'a': 0.01, 'e': 0.8472551110134161}",20,0,-43.36316866529805,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
58,False,"{'a': 0.01, 'e': 0.8419009751622687}",30,21,-40.3050448892135,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 1}",1
59,False,"{'a': 0.01, 'e': 0.8364626499151869}",20,0,-195.40762084966966,"{0: 11, 1: 1, 2: 4, 3: 0, 4: 4}",0
60,False,"{'a': 0.01, 'e': 0.8309406791001636}",25,9,-20.988609405546168,"{0: 12, 1: 2, 2: 1, 3: 1, 4: 0}",1
61,False,"{'a': 0.01, 'e': 0.8253356149096783}",20,0,-66.26983722922851,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
62,False,"{'a': 0.01, 'e': 0.8196480178454795}",25,0,-71.08730288891945,"{0: 21, 1: 1, 2: 1, 3: 0, 4: 2}",0
63,False,"{'a': 0.01, 'e': 0.8138784566625339}",20,0,-134.79196480611392,"{0: 10, 1: 2, 2: 6, 3: 0, 4: 2}",0
64,False,"{'a': 0.01, 'e': 0.8080275083121519}",20,0,-61.63015448596908,"{0: 11, 1: 4, 2: 5, 3: 0, 4: 0}",0
65,False,"{'a': 0.01, 'e': 0.8020957578842927}",30,0,-158.6860404296341,"{0: 21, 1: 5, 2: 0, 3: 0, 4: 4}",0
66,False,"{'a': 0.01, 'e': 0.7960837985490558}",25,0,-47.61115411962774,"{0: 17, 1: 5, 2: 2, 3: 1, 4: 0}",1
67,False,"{'a': 0.01, 'e': 0.7899922314973651}",20,10,-11.082787448495482,"{0: 7, 1: 1, 2: 2, 3: 0, 4: 0}",1
68,False,"{'a': 0.01, 'e': 0.7838216658808492}",30,0,-59.83554291514697,"{0: 24, 1: 1, 2: 4, 3: 0, 4: 1}",0
69,False,"{'a': 0.01, 'e': 0.7775727187509279}",20,0,-159.19319661734443,"{0: 9, 1: 2, 2: 6, 3: 1, 4: 2}",0
70,False,"{'a': 0.01, 'e': 0.7712460149971065}",20,10,-9.611444733039693,"{0: 7, 1: 2, 2: 1, 3: 0, 4: 0}",1
71,False,"{'a': 0.01, 'e': 0.7648421872844884}",30,18,-12.834511949734981,"{0: 9, 1: 0, 2: 3, 3: 0, 4: 0}",1
72,False,"{'a': 0.01, 'e': 0.7583618759905082}",25,0,-104.83820299410492,"{0: 18, 1: 3, 2: 1, 3: 1, 4: 2}",0
73,False,"{'a': 0.01, 'e': 0.7518057291408949}",25,0,-67.06270810872104,"{0: 18, 1: 2, 2: 4, 3: 0, 4: 1}",0
74,False,"{'a': 0.01, 'e': 0.7451744023448704}",20,0,-33.94070597484667,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",0
75,False,"{'a': 0.01, 'e': 0.7384685587295879}",20,0,-131.37814143380794,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 3}",0
76,False,"{'a': 0.01, 'e': 0.7316888688738209}",30,23,10.738130916299866,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
77,False,"{'a': 0.01, 'e': 0.7248360107409052}",20,0,-19.381354149767542,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
78,False,"{'a': 0.01, 'e': 0.7179106696109434}",20,0,-28.28613539966797,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 0}",0
79,False,"{'a': 0.01, 'e': 0.7109135380122773}",30,0,-63.81997758829864,"{0: 18, 1: 7, 2: 5, 3: 0, 4: 0}",0
80,False,"{'a': 0.01, 'e': 0.7038453156522361}",30,15,15.67506736971677,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
81,False,"{'a': 0.01, 'e': 0.6967067093471654}",25,5,-62.43631523119271,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",1
82,False,"{'a': 0.01, 'e': 0.689498432951747}",20,0,0.9131156240771982,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
83,False,"{'a': 0.01, 'e': 0.6822212072876135}",30,13,-56.2139041493962,"{0: 12, 1: 1, 2: 3, 3: 0, 4: 1}",1
84,False,"{'a': 0.01, 'e': 0.674875760071267}",25,0,-110.12725048299554,"{0: 18, 1: 1, 2: 3, 3: 1, 4: 2}",0
85,False,"{'a': 0.01, 'e': 0.6674628258413081}",30,0,-15.850517606791101,"{0: 26, 1: 0, 2: 4, 3: 0, 4: 0}",0
86,False,"{'a': 0.01, 'e': 0.6599831458849822}",20,15,9.45422561966577,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
87,False,"{'a': 0.01, 'e': 0.6524374681640519}",25,0,-19.942978318225997,"{0: 19, 1: 2, 2: 4, 3: 0, 4: 0}",0
88,False,"{'a': 0.01, 'e': 0.6448265472400012}",25,0,-2.6034573482624923,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 0}",0
89,False,"{'a': 0.01, 'e': 0.6371511441985802}",25,1,-107.95314410633915,"{0: 14, 1: 3, 2: 5, 3: 1, 4: 1}",1
90,False,"{'a': 0.01, 'e': 0.6294120265736969}",20,0,-49.822719654331735,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
91,False,"{'a': 0.01, 'e': 0.6216099682706644}",25,8,-5.876572496995294,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 0}",1
92,False,"{'a': 0.01, 'e': 0.6137457494888116}",30,4,-55.27470943988707,"{0: 20, 1: 2, 2: 3, 3: 0, 4: 1}",1
93,False,"{'a': 0.01, 'e': 0.6058201566434628}",20,0,-103.42560782550812,"{0: 11, 1: 1, 2: 7, 3: 0, 4: 1}",0
94,False,"{'a': 0.01, 'e': 0.5978339822872982}",25,0,-121.5079602794217,"{0: 18, 1: 1, 2: 3, 3: 1, 4: 2}",0
95,False,"{'a': 0.01, 'e': 0.5897880250310982}",20,0,-64.96672225984298,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
96,False,"{'a': 0.01, 'e': 0.5816830894638835}",25,1,-11.64281884678219,"{0: 20, 1: 0, 2: 4, 3: 0, 4: 0}",1
97,False,"{'a': 0.01, 'e': 0.5735199860724567}",25,11,-54.21035426881349,"{0: 11, 1: 0, 2: 1, 3: 1, 4: 1}",1
98,False,"{'a': 0.01, 'e': 0.5652995311603544}",25,0,-28.207724784213777,"{0: 20, 1: 0, 2: 5, 3: 0, 4: 0}",0
99,False,"{'a': 0.01, 'e': 0.5570225467662173}",30,21,9.046224356464855,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
100,False,"{'a': 0.01, 'e': 0.5486898605815875}",30,19,-36.119968487004726,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 1}",1
101,False,"{'a': 0.01, 'e': 0.5403023058681397}",25,2,-23.80257100555509,"{0: 17, 1: 2, 2: 4, 3: 0, 4: 0}",1
102,False,"{'a': 0.01, 'e': 0.5318607213743555}",25,3,7.36515164219698,"{0: 19, 1: 1, 2: 2, 3: 0, 4: 0}",1
103,False,"{'a': 0.01, 'e': 0.5233659512516495}",20,3,-38.95098025335941,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 1}",1
104,False,"{'a': 0.01, 'e': 0.5148188449699553}",25,0,-24.339128632548285,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 1}",0
105,False,"{'a': 0.01, 'e': 0.5062202572327784}",20,0,-104.068309863466,"{0: 12, 1: 4, 2: 2, 3: 0, 4: 2}",0
106,False,"{'a': 0.01, 'e': 0.49757104789172696}",25,0,-11.100751487829019,"{0: 22, 1: 1, 2: 1, 3: 1, 4: 0}",0
107,False,"{'a': 0.01, 'e': 0.4888720818605275}",20,2,-9.343931544381284,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 0}",1
108,False,"{'a': 0.01, 'e': 0.4801242290285341}",20,0,-29.705184152506817,"{0: 15, 1: 0, 2: 5, 3: 0, 4: 0}",0
109,False,"{'a': 0.01, 'e': 0.47132836417373997}",30,0,-65.22599612525913,"{0: 22, 1: 4, 2: 3, 3: 0, 4: 1}",0
110,False,"{'a': 0.01, 'e': 0.4624853668753008}",20,0,-39.16098947323406,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
111,False,"{'a': 0.01, 'e': 0.4535961214255773}",25,0,-42.06405360624472,"{0: 21, 1: 0, 2: 3, 3: 0, 4: 1}",0
112,False,"{'a': 0.01, 'e': 0.4446615167417068}",20,11,17.610174806295433,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
113,False,"{'a': 0.01, 'e': 0.4356824462767121}",20,9,-11.123833192904451,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
114,False,"{'a': 0.01, 'e': 0.42665980793015723}",25,0,-143.21536738153344,"{0: 17, 1: 1, 2: 4, 3: 0, 4: 3}",0
115,False,"{'a': 0.01, 'e': 0.41759450395835795}",25,0,-94.43538966711984,"{0: 17, 1: 1, 2: 5, 3: 1, 4: 1}",0
116,False,"{'a': 0.01, 'e': 0.40848744088415717}",25,0,-11.326693475966291,"{0: 20, 1: 3, 2: 2, 3: 0, 4: 0}",0
117,False,"{'a': 0.01, 'e': 0.3993395294062732}",25,0,10.913151089427815,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
118,False,"{'a': 0.01, 'e': 0.3901516843082303}",30,0,-46.55764908103672,"{0: 25, 1: 1, 2: 3, 3: 0, 4: 1}",0
119,False,"{'a': 0.01, 'e': 0.38092482436688185}",25,5,8.693520184026166,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",1
120,False,"{'a': 0.01, 'e': 0.371659872260533}",25,0,-64.49039305110358,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 2}",0
121,False,"{'a': 0.01, 'e': 0.3623577544766736}",25,0,-4.306216806960919,"{0: 23, 1: 0, 2: 1, 3: 1, 4: 0}",0
122,False,"{'a': 0.01, 'e': 0.3530194012193304}",20,11,13.958871554228699,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
123,False,"{'a': 0.01, 'e': 0.34364574631604705}",20,0,15.981161717302767,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
124,False,"{'a': 0.01, 'e': 0.3342377271245026}",30,4,-25.10405336073268,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 1}",1
125,False,"{'a': 0.01, 'e': 0.32479628443877623}",25,0,1.7536479468015047,"{0: 23, 1: 1, 2: 0, 3: 1, 4: 0}",0
126,False,"{'a': 0.01, 'e': 0.3153223623952687}",20,4,-9.774051142326364,"{0: 14, 1: 0, 2: 1, 3: 1, 4: 0}",1
127,False,"{'a': 0.01, 'e': 0.30581690837828934}",20,0,-22.998210979639968,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
128,False,"{'a': 0.01, 'e': 0.29628087292531874}",35,9,-11.739577272514158,"{0: 21, 1: 1, 2: 4, 3: 0, 4: 0}",1
129,False,"{'a': 0.01, 'e': 0.2867152096319555}",25,13,-27.089752191992435,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 1}",1
130,False,"{'a': 0.01, 'e': 0.2771208750565576}",25,0,13.777339303052997,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
131,False,"{'a': 0.01, 'e': 0.26749882862458735}",20,11,15.874745183387205,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
132,False,"{'a': 0.01, 'e': 0.2578500325326696}",30,16,12.174531947432081,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
133,False,"{'a': 0.01, 'e': 0.2481754516523729}",25,19,5.741487371800731,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
134,False,"{'a': 0.01, 'e': 0.23847605343372313}",30,10,10.657819591668433,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
135,False,"{'a': 0.01, 'e': 0.22875280780845939}",25,0,29.74114153758486,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
136,False,"{'a': 0.01, 'e': 0.2190066870930415}",25,13,2.2653050519786753,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
137,False,"{'a': 0.01, 'e': 0.20923866589141926}",25,11,3.037658916266404,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
138,False,"{'a': 0.01, 'e': 0.19944972099757285}",20,13,12.030876334765935,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
139,False,"{'a': 0.01, 'e': 0.18964083129783424}",20,8,20.275900044938023,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
140,False,"{'a': 0.01, 'e': 0.17981297767299936}",25,0,4.738194128578142,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",1
141,False,"{'a': 0.01, 'e': 0.16996714290024081}",20,0,19.79587949539601,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
142,False,"{'a': 0.01, 'e': 0.16010431155483126}",30,17,5.68074963072792,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
143,False,"{'a': 0.01, 'e': 0.15022546991168584}",20,2,1.5370740768563724,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 0}",1
144,False,"{'a': 0.01, 'e': 0.14033160584673673}",20,7,13.758330998479153,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
145,False,"{'a': 0.01, 'e': 0.13042370873814554}",20,8,7.842579691100826,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
146,False,"{'a': 0.01, 'e': 0.12050276936736662}",30,8,-4.6576029794386695,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 1}",1
147,False,"{'a': 0.01, 'e': 0.11056977982006959}",25,10,25.344887948712365,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
148,False,"{'a': 0.01, 'e': 0.10062573338693173}",25,13,8.770259810689101,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
149,False,"{'a': 0.01, 'e': 0.09067162446430968}",20,16,9.626141066679176,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
150,False,"{'a': 0.01, 'e': 0.08070844845480063}",20,14,8.722229157429934,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
151,False,"{'a': 0.01, 'e': 0.0707372016677029}",25,0,13.792286497878592,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",1
152,False,"{'a': 0.01, 'e': 0.0607588812193859}",20,10,-22.326758675427158,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
153,False,"{'a': 0.01, 'e': 0.05077448493357918}",20,7,24.515577052684957,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
154,False,"{'a': 0.01, 'e': 0.040785011241591035}",20,3,21.980460220097864,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
155,False,"{'a': 0.01, 'e': 0.03079145908246612}",20,12,15.299459853762064,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
156,False,"{'a': 0.01, 'e': 0.020794827803092428}",20,16,9.767634555062143,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
157,False,"{'a': 0.01, 'e': 0.010796117058267392}",20,7,-26.1634779132956,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
158,False,"{'a': 0.01, 'e': 0.0007963267107332633}",20,0,20.840854390134904,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1,True,"{'a': 0, 'e': 0}",20,0,18.523019453122433,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
2,True,"{'a': 0, 'e': 0}",20,12,14.20154812555551,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0, 'e': 0}",20,10,14.335457465505694,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0, 'e': 0}",20,5,26.23286749975128,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0, 'e': 0}",30,6,32.68979037888478,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0, 'e': 0}",20,14,10.8370759389942,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0, 'e': 0}",30,19,20.740121185044316,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0, 'e': 0}",25,15,19.095205912266188,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0, 'e': 0}",30,16,17.087212686837756,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0, 'e': 0}",25,8,23.118891613478244,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
11,True,"{'a': 0, 'e': 0}",35,21,24.814079045214548,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
12,True,"{'a': 0, 'e': 0}",20,0,24.43646862419235,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
13,True,"{'a': 0, 'e': 0}",30,8,33.59390452630843,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
14,True,"{'a': 0, 'e': 0}",20,7,14.646067747385569,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
15,True,"{'a': 0, 'e': 0}",35,16,39.74327315576812,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
16,True,"{'a': 0, 'e': 0}",30,14,27.166101190292835,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
17,True,"{'a': 0, 'e': 0}",25,9,24.700269406526235,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
18,True,"{'a': 0, 'e': 0}",30,20,19.835378457759738,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
19,True,"{'a': 0, 'e': 0}",25,0,22.76162549188018,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
20,True,"{'a': 0, 'e': 0}",25,13,14.352371569601829,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
